순위,상품번호,도서명,부제목,저자,출판사,출판일,판매가,정가,적립포인트,판매지수,평점,리뷰수
310,126527639,다시 꺼내는 아이패드 Re:드로잉 with 프로크리에이트,,금손햄찌,앤제이BOOKS,2024년 06월,20700,23000,1150,726,10.0,10
311,126332003,권학봉의 포토샵&라이트룸 클래식 사진보정 강의,,권학봉,황금부엉이,2024년 05월,44550,49500,2470,2202,10.0,8
312,126181068,그림으로 이해하는 알고리즘,"알고리즘과 자료 구조, 쉽고 재미있게 시작하자!","이시다 모리테루, 미야자키 슈이치 저/이동규 역",길벗,2024년 04월,19800,22000,1100,1536,10.0,13
313,125101568,"디자인, 이것만 알면 쉬워져요 with 63가지 LESSON","레이아웃 원칙부터 배색, 타이포그래피, 인쇄, UX까지 완성도 높은 디자인의 비결","요네쿠라 아키오, 이쿠타 신이치, 아오야나기 치사토 저/최재원 역",책만,2024년 02월,18000,20000,1000,1431,9.8,19
314,121948165,파이썬 생활 프로젝트 코딩,14일 만에 뚝딱!,서승희,길벗,2023년 08월,16200,18000,900,510,9.9,29
315,119712582,견고한 데이터 엔지니어링,데이터 파이프라인 설계와 구축의 핵심 원칙,"조 라이스, 맷 하우슬리 저/김인범 역",한빛미디어,2023년 06월,34200,38000,1900,1752,9.2,39
316,119267145,린 스타트업 (10주년 기념판),"린 캔버스 창시자가 전하는 설계, 검증, 성장 3단계 스타트업 가이드",애시 모리아 저/권혜정 역,한빛미디어,2023년 06월,21600,24000,1200,3222,9.8,34
317,116924336,파이썬 코딩 도장,"따라하기, 연습하기, 심사하기로 배우는 파이썬",남재윤,길벗,2023년 01월,27000,30000,1500,2196,9.8,35
318,116777159,C언어 Express,,천인국,생능출판사,2023년 01월,32000,32000,960,7740,9.5,12
319,116208355,마인크래프트 서바이벌 핸드북,,Mojang Studio 저/이주안 역,영진닷컴,2022년 12월,10800,12000,600,1002,9.6,9
320,116208304,마인크래프트 레드스톤 핸드북,,Mojang Studio 저/이주안 역,영진닷컴,2022년 12월,10800,12000,600,1410,9.7,6
321,113791780,코딩 자율학습 나도코딩의 C 언어 입문,C 언어의 완공을 돕는 프로그래밍 자습서,나도코딩,길벗,2022년 10월,23400,26000,1300,3414,9.9,120
322,112630905,The art of game design (한국어판),,"윤형섭, 한호성",홍릉과학출판사,2022년 09월,37050,39000,1170,1302,0.0,0
323,109651824,훅: 일상을 사로잡는 제품의 비밀,,니르 이얄 저/조자현 역,유엑스리뷰,2022년 05월,20700,23000,1150,2148,9.8,31
324,108748709,코딩 자율학습 HTML + CSS + 자바스크립트,기초부터 반응형 웹까지 초보자를 위한 웹 개발 입문서,김기수,길벗,2022년 04월,24300,27000,1350,5616,9.8,196
325,102101600,된다! 사각사각 아이패드 드로잉 with 프로크리에이트,드로잉&캘리그라피&디자인을 한번에!,"레이나, 임예진, 캘리스마인드",이지스퍼블리싱,2021년 06월,21600,24000,1200,336,9.7,39
326,99942893,데이터 과학을 위한 통계,데이터 분석에서 머신러닝까지 파이썬과 R로 살펴보는 50가지 핵심 개념,"피터 브루스, 앤드루 브루스, 피터 게데크 저/이준용 역",한빛미디어,2021년 05월,30600,34000,1700,1122,9.5,19
327,97316714,유니티를 몰라도 만들 수 있는 유니티 2D 게임 제작,,"모리 요시나오 저/김은철, 유세라 역",영진닷컴,2021년 02월,19800,22000,1100,1428,8.0,3
328,96375165,수학대백과사전,"시험, 생활, 교양 상식으로 나눠서 배우는",구라모토 다카후미 저/린커넥터 역,동양북스(동양books),2020년 12월,16200,18000,900,1497,9.3,30
329,92364669,카카오톡 이모티콘 만들기,,소콘소콘 김소희,길벗,2020년 09월,14400,16000,800,1026,9.9,59
330,91071614,한컴오피스 2020 한글+한셀+한쇼+한워드,,"㈜한글과컴퓨터, 허미현, 부성순",영진닷컴,2020년 07월,17100,19000,950,2568,10.0,13
331,90611902,STM32CubeIDE를 이용한 STM32 따라하기,,"김남수, 이진형",북랩,2020년 06월,19800,22000,1100,570,7.5,4
332,89308097,최강 브롤러 전략 가이드북,브롤스타즈 플레이어를 위한 비공식 게임 공략집,제이슨 리치,서울문화사,2020년 02월,14220,15800,790,1092,9.3,38
333,88244509,그림으로 배우는 네트워크 원리,,Gene 저/김성훈 역,영진닷컴,2020년 02월,14400,16000,800,858,9.2,17
334,76182394,된다! 7일 실무 엑셀,‘짤막한 강좌’ 한쌤의 특별 과외,한정희,이지스퍼블리싱,2019년 07월,18000,20000,1000,3582,9.8,100
335,72227684,모두의 데이터 분석 with 파이썬,실생활 예제로 시작하는 데이터 분석 첫걸음,"송석리, 이현아",길벗,2019년 04월,16200,18000,900,3180,9.4,34
336,11681152,Clean Code 클린 코드,애자일 소프트웨어 장인 정신,"로버트 C. 마틴 저/박재호, 이해영 역",인사이트(insight),2013년 12월,29700,33000,1650,4617,9.5,101
337,7921251,린 스타트업,지속적 혁신을 실현하는 창업의 과학,"에릭 리스 저 / 이창수, 송우일 공역",인사이트(insight),2012년 11월,16200,18000,900,6186,6.4,28
338,193465618,머신러닝 플랫폼 엔지니어링,"파이프라인부터 프로덕션까지, ML옵스와 LLM옵스로 완성하는 AI 시스템 구축","벤저민 탄 웨이 하오, 샤눕 파드마나반, 바룬 말랴 저/허정준 역",책만,2026년 07월,31500,35000,1750,180,0.0,0
339,192090241,"디자인, 이렇게 하면 되나요? (최신 개정판)","실무 디자인 작업 과정부터 레이아웃, 색상 사진/그림, 폰트, 인쇄 제작까지 한 번 배워 평생 써먹는 디자인의 기본",오자와 하야토 저/구수영 역,제이펍,2026년 06월,19620,21800,1090,288,10.0,5
340,191890082,오렌지3 with 파이썬,머신러닝으로 쉽게 따라 하는 데이터 과학 프로젝트,"김현철, 김종혜, 박종화, 임진숙",생능북스,2026년 06월,28800,32000,640,1191,9.7,6
341,191817076,AI기본법이 뭐길래,처음 만나는 인공지능기본법의 모든 것,"노신정, 마작가",페스트북,2026년 06월,15300,17000,850,1419,0.0,0
342,191208982,파이썬의 도구들,22가지 라이브러리와  REST API로 만드는  9개의 완성품,정국진,영진닷컴,2026년 06월,21600,24000,1200,582,9.7,13
343,191018764,AI 생존 지도,질문 자본가의 시대,이석현,여림재,2026년 06월,18000,20000,1000,3003,10.0,8
344,190278636,AI 에이전트 개발과 운영 올인원 가이드,"LangGraph 기반 AI 에이전트 개발과 RAG 워크플로 설계, AWS 운영 전략까지","온다 미노루, 오쓰보 유, 쓰카다 마사키 저/두발타고 역",제이펍,2026년 06월,29700,33000,1650,258,10.0,1
345,190272030,처음 시작하는 바이브 코딩,"ChatGPT, 클로드, Dify, Bolt로 누구나 만들 수 있는 앱 제작 입문","사카이 마리코, KEITO 저/고범석, 이한나 역",영진닷컴,2026년 06월,18000,20000,1000,660,9.8,29
346,190250717,Node.js + NestJS 교과서,안정적인 AI 서비스를 만들기 위한 Node.js + NestJS 입문서,조현영,길벗,2026년 05월,36000,40000,2000,762,9.7,7
347,189857110,취미가 돈이 되는 인스타툰,"인스타그램에서 연재하는 웹툰, 브랜딩부터 수익화까지 다 되는 인스타툰 작가 데뷔 성공 공식 with 프로크리에이트",이건용,시프트,2026년 06월,19800,22000,1100,1734,10.0,8
348,186921504,AI 에이전트 개발 완벽 입문,"에이전트 기초부터 RAG, ReAct, 펑션 콜링, 랭그래프, CrewAI, smolagents, A2A, n8n, MCP, 클로드 코드, 오픈클로까지 실전 에이전트 개발을 위한 모든 것","에디 유, 김대규, 조경아, 김현지",위키북스,2026년 04월,37800,42000,2100,3255,9.4,23
349,145343581,네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make,,조영빈,디지털북스,2025년 04월,18000,20000,1000,3240,9.5,12
350,128724816,나의 첫 노션 Notion 마스터북,"하루 10분, 4주 만에 끝내는 노션 원포인트 레슨",이유미,비즈니스북스,2024년 07월,17550,19500,970,1440,9.7,54
351,96234546,혼자 공부하는 자바스크립트,1:1 과외하듯 배우는 프로그래밍 자습서,윤인성,한빛미디어,2021년 01월,21600,24000,1200,1092,9.6,38
352,193448335,AI 창업 퍼실리테이터,,"박상혁, 이명관",커뮤니케이션북스,2026년 07월,12000,12000,0,180,0.0,0
353,193406835,SAP ABAP 이야기 1 - Home 서버 설치 및 ABAP 입문,예제로 풀어가는 실전 ABAP 자습서 단편 시리즈,김병순,BOOKK(부크크),2026년 07월,28000,28000,0,120,0.0,0
354,193188006,무조건 승인되는 이모티콘 & 굿즈 만들기,"카카오톡, 라인, OGQ마켓과 함께하는",백지수,시대인,2026년 07월,16200,18000,900,120,0.0,0
355,193184516,이공계생을 위한 파이썬 필수예제 3,,윤성호,지오북스,2026년 09월,29000,29000,0,120,0.0,0
356,193181823,컴퓨터 왕기초(윈도우 11&인터넷(엣지)&한글 2022&엑셀 2021&파워포인트 2021),쉽게 배우는 디지털,OPIG 교재편찬팀,시대인,2026년 07월,13500,15000,750,180,0.0,0
357,193181272,고등학생을 위한 실습으로 배우는 데이터 과학,,"윤태현, 나소영",삼양미디어,2026년 07월,22500,25000,1250,480,10.0,1
358,193072395,Physical AI 지능제어 입문,휴머노이드 로봇의 지능제어를 위한 첫걸음,박연묵,교우,2026년 07월,20000,20000,0,162,0.0,0
359,193061800,생성형 AI와 메타버스 그리고 지식재산권,,송은지,커뮤니케이션북스,2026년 07월,12000,12000,0,162,10.0,1
360,192676816,처음이야? 파이썬 데이터 모델링&머신러닝,동영상 강의로 배우는 실전 데이터 분석법(핵심노트+오픈채팅+유튜브),"윤영빈, 오환, 이용희",영진닷컴,2026년 07월,22500,25000,1250,372,0.0,0
361,192564687,테디노트의 LangGraph 에이전트 비법노트,실전 AI 에이전트 개발을 위한 그래프 기반 설계 원리와 구현 패턴,"이경록, 김태한, 임한택, 최재훈, 강민석 저 외 1명
                                        
정보 더 보기/감추기



이경록
김태한
임한택
최재훈
강민석
김성연",리코멘드,2026년 07월,30600,34000,1700,666,0.0,0
362,192555244,실전 코딩 테스트 가이드,12가지 핵심 알고리즘 문제 접근과 구현 노하우 학습하기,"이상도, 쩜튜브 저/김민상 감수",영진닷컴,2026년 06월,25200,28000,1400,267,0.0,0
363,192498898,생성형 AI와 틴커캐드로 완성하는 아두이노 발명 프로젝트,,이은상,BOOKK(부크크),2026년 06월,19700,19700,0,162,0.0,0
364,192090524,현직 개발자가 알려주는 Claude Code - 초 보 에 서 전 문 가 되기,,일락,BOOKK(부크크),2026년 06월,44100,44100,0,162,0.0,0
365,191533966,블렌더 3D 아트워크 완성 클래스,"모델링부터 AI 애드온까지, 나만의 감성 카페 만들기",장승필,영진닷컴,2026년 06월,25200,28000,1400,636,9.7,14
366,191477503,평범한 일상을 특별하게 남기는 스마트폰 사진 & 보정,라이트룸과 포토샵으로 완성하는 나만의 감성 사진,최은영,시대인,2026년 06월,18000,20000,1000,540,10.0,9
367,191005623,에이전틱 AI와 바이브 코딩 AI 개발의 정석 with 언리얼,"프로젝트 전략-구조화된 프롬프트 설계와 GDD 자동화, AI 애셋 전략- ComfyUI와 3D 파이프라인, 2D 게임 로직-바이브 코딩 실전, TPS 프로젝트 실전-Codex CLI+JetBrains Rider, LLM 연동 툴 제작-Python·MCP·EUW","이영호, 이영훈, 탁광욱, 김현진, 나유선 저 외 2명
                                        
정보 더 보기/감추기



이영호
이영훈
탁광욱
김현진
나유선
박현상
배주백",성안당,2026년 06월,39900,42000,2100,408,9.0,2
368,190997764,AI 3D 모델링,,양영민,비엘북스,2026년 06월,22500,25000,1250,1212,0.0,0
369,190823476,퇴근을 앞당기는 AI 업무 활용 루틴,"챗GPT, 퍼플렉시티, 제미나이, 릴리스AI, 냅킨, 감마, Flow, Veo로 완성하는",오언주,시대인,2026년 06월,17100,19000,950,1239,10.0,10
370,190440092,베테랑 AI 전문교사가 만든 가장 쉬운 패들렛 활용! Padlet(패들렛)으로 무엇이든 만들 수 있다 (교사를 위한 패들렛 수업 활용),"템플릿, AI 레시피, 샌드박스, 아케이드","봉우리, 윤상준, 이호준, 황호연",광문각출판미디어,2026년 05월,17000,17000,0,1194,10.0,24
371,190213378,한 권으로 끝내는 AI 자동화,,"최재용, 이요셉, 이신우, 최금선, 박경희 저 외 5명
                                        
정보 더 보기/감추기



최재용
이요셉
이신우
최금선
박경희
유미경
한주은
오영주
정은진
김진수",두온교육(주),2026년 05월,19800,22000,1100,516,10.0,5
372,190211456,기업 AI자동화를 위한 클로드 AI활용,,"최재용, 박경희, 신진주, 임기정 저/권혁용 공저 외 3명
                                        
정보 더 보기/감추기



최재용
박경희
신진주
임기정
권혁용
김진수
최동진
김진선",미디어북,2026년 05월,20000,20000,0,450,0.0,0
373,189753516,LLMOps 완벽 가이드,"생성형 AI 도입을 위한 운영 전략, 조직 구조, 도구 활용까지","아비 아리안 저/박조은, 박주환 역",한빛미디어,2026년 05월,28800,32000,1600,984,8.4,5
374,189663337,바이브코딩으로 진짜 웹 서비스 하나를 끝까지 만든다!,기획·프론트·백엔드·데이터베이스·보안·배포를 바이브코딩으로 한 번에 완성하는 WeTube 프로젝트!,"이상용, 정동진",앤써북,2026년 05월,16920,18800,940,552,0.0,0
375,189477317,오픈클로,24시간 일하는 나만의 맞춤형 AI 비서,오창근,생능북스,2026년 05월,19800,22000,1100,804,9.9,14
376,189379748,"함수형 설계, 객체 지향과 만나다",다르면서 통하는  두 패러다임의 공명,로버트 C. 마틴 저/장연호 역,인사이트(insight),2026년 05월,29700,33000,1650,702,0.0,0
377,189360735,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",교과서 예제로 배우는,한송이 글,서사원주니어,2026년 05월,18000,20000,1000,1398,10.0,40
378,189257260,모던 데이터 아키텍처 설계와 구현,지속적인 데이터 통합 파이프라인 구축부터 데이터 거버넌스 전략까지,"피트하인 스트렝홀트 저/김영기, 김현진 역",책만,2026년 05월,29700,33000,1650,1158,10.0,1
379,189188156,Do it! 바이브 코딩 + 안티그래비티,구글 AI+제미나이+나노 바나나+수파베이스+버셀+MCP,조준수,이지스퍼블리싱,2026년 05월,21600,24000,1200,1464,9.9,16
380,188859267,맛있는 디자인 애프터 이펙트 CC 2026,쉽게 배워 제대로 써먹는 모션 그래픽&영상 효과 제작 with AI,이수정,한빛미디어,2026년 04월,24300,27000,1350,522,9.8,26
381,188838987,"베테랑 AI 전문가가 만든 가장 쉬운 그록 AI 활용! Grok(그록)으로 무엇이든 만들 수 있다 (AI 비서 · 영상 만들기, 유튜브 수익화)","플로우, 수노AI, 캡컷, 리듬믹스 | 그록 AI 활용 QR코드 예제 수록","이현, 이민정, 이승현, 이나윤, 김성희",광문각출판미디어,2026년 04월,19000,19000,0,1044,9.9,49
382,188823173,요즘 예체능 수업을 위한 에듀테크 활용법 223제,"음악·미술·체육 압도적 수업 활용 사례 : 어떻게 활용했고, 어떻게 활용할 수 있는지!",박래혁,앤써북,2026년 05월,20970,23300,230,1158,10.0,29
383,187043716,몰입을 설계하는 게임 기획,"감정에서 과금까지, 플레이어 경험을 만드는 게임 디자인의 원리",쉬웨이훙 저/권유라 역,제이펍,2026년 04월,25200,28000,1400,876,0.0,0
384,186936350,요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정,"바로 쓸 수 있는 실제 활용법 : 투닝, 캔바, 제미나이, 에듀테크, 수업용AI, 학년별AI, 수업·업무 자동화 활용, 사회정서학습, 디지털 문해력",진제헌,앤써북,2026년 05월,20970,23300,230,1458,10.0,6
